Client_ID,Sales_Rep_ID,Salary,DOB,AUM,Race,Gender,Occupation,Days_with_Bank,Customer_Status,Contacted_Date,Contact_Channel,Appointment Date,Product_Purchased_1,APE,UT_Volume,Product_Status,Date_Closed,Mortage_Amount
C08793,SR013,5685,4/13/1973,155002,Chinese,Female,Banker,2792,Rejected,15 Mar 2025,Phone,,,,,,,
C03165,SR044,3885,9/6/1972,72956,Chinese,Male,Nurse,1296,Not contactable,15 Mar 2025,Phone,,,,,,,
C11247,SR105,4001,3/28/1972,92409,Chinese,Male,Engineer,2056,Rejected,15 Mar 2025,Phone,,,,,,,
C10426,SR109,3419,12/4/1971,87463,Malay,Female,Self-Employed,481,Rejected,15 Mar 2025,Phone,,,,,,,
C06617,SR099,4035,12/12/1970,69872,Chinese,Female,Engineer,787,Rejected,15 Mar 2025,Phone,,,,,,,
C09915,SR056,4601,5/2/1970,64440,Indian,Female,Engineer,1454,Rejected,15 Mar 2025,Phone,,,,,,,
C11750,SR017,5060,11/17/1969,114582,Malay,Female,Student,1481,Rejected,15 Mar 2025,Phone,,,,,,,
C11418,SR094,5383,3/31/1969,128701,Indian,Female,Student,1709,Not contactable,15 Mar 2025,Phone,,,,,,,
C14275,SR072,2514,6/2/1968,41002,Chinese,Female,Student,1638,Rejected,15 Mar 2025,Phone,,,,,,,
C05076,SR089,3065,5/10/1967,88131,Chinese,Female,Manager,1543,Not contactable,15 Mar 2025,Phone,,,,,,,
C13476,SR023,5224,1/14/1967,110606,Chinese,Male,Teacher,724,Rejected,15 Mar 2025,Phone,,,,,,,
C05471,SR098,3691,1/22/1966,69262,Chinese,Female,Banker,1833,Rejected,15 Mar 2025,Phone,,,,,,,
C03469,SR010,5793,7/29/1963,135048,Chinese,Female,Nurse,690,Not contactable,15 Mar 2025,Phone,,,,,,,
C03567,SR026,2594,3/4/1963,135432,Indian,Female,Self-Employed,890,Rejected,15 Mar 2025,Phone,,,,,,,
C07021,SR112,4306,5/29/1961,124551,Chinese,Female,Banker,2695,Not contactable,15 Mar 2025,Phone,,,,,,,
C11390,SR030,6102,3/23/1961,112591,Chinese,Female,Nurse,1807,Not contactable,15 Mar 2025,Phone,,,,,,,
C09433,SR007,2926,3/26/1992,"$121,031",Chinese,Female,Banker,2352,Won - closed,16 Mar 2025,Phone,27 Mar 2025,Unit Trust,,45000,Active,27 Mar 2025,
C11348,SR038,2871,9/24/1968,"$69,237",Chinese,Female,Student,1910,Won - closed,16 Mar 2025,Phone,25 Mar 2025,Unit Trust,,140000,Active,25 Mar 2025,
C09944,SR031,1832,3/29/1979,"$110,658",Chinese,Male,Nurse,698,Won - closed,16 Mar 2025,Phone,29 Mar 2025,Unit Trust,,148000,Active,29 Mar 2025,
C14873,SR079,1000,11/7/1983,83684,Other,Female,Student,2431,Rejected,16 Mar 2025,Phone,,,,,,,
C03447,SR060,7833,12/28/1994,100023,Other,Female,Teacher,1841,Not contactable,16 Mar 2025,Phone,,,,,,,
C03910,SR103,2841,9/25/1973,96203,Chinese,Female,Self-Employed,2732,Not contactable,16 Mar 2025,Phone,,,,,,,
C01784,SR012,5390,12/6/1974,91058,Chinese,Female,Banker,1247,Not contactable,16 Mar 2025,Phone,,,,,,,
C06519,SR053,3897,11/10/1966,123184,Japanese,Male,Student,1155,Not contactable,16 Mar 2025,Phone,,,,,,,
C03413,SR026,6510,9/21/1965,82067,Chinese,Female,Self-Employed,941,Rejected,16 Mar 2025,Phone,,,,,,,
C02343,SR099,5384,11/1/1981,114756,Chinese,Female,Self-Employed,1712,Rejected,16 Mar 2025,Phone,,,,,,,
C14128,SR031,5752,1/21/1982,147411,Chinese,Male,Banker,930,Not contactable,16 Mar 2025,Phone,,,,,,,
C02473,SR027,2096,9/15/1985,123061,Chinese,Male,Nurse,993,Rejected,16 Mar 2025,Phone,,,,,,,
C11886,SR091,5389,10/13/1988,89306,Chinese,Male,Manager,205,Rejected,16 Mar 2025,Phone,,,,,,,
C04474,SR095,2123,7/18/1993,91823,Chinese,Female,Teacher,710,Rejected,16 Mar 2025,Phone,,,,,,,
C04102,SR006,4626,12/15/1977,"$93,690",Chinese,Female,Self-Employed,2135,"Client met, not won",16 Mar 2025,Phone,20 Mar 2025,,,,,,
C13135,SR095,6561,3/23/1995,"$147,221",Japanese,Male,Banker,2798,"Client met, not won",16 Mar 2025,Phone,21 Mar 2025,,,,,,
C11096,SR035,6717,4/18/1963,"$66,338",Chinese,Female,Teacher,1185,"Client met, not won",4 Mar 2025,Phone,16 Mar 2025,,,,,,
C07879,SR056,3202,1/24/1986,137154,Chinese,Male,Nurse,789,Not contactable,16 Mar 2025,Phone,,,,,,,
C13870,SR020,5837,8/10/1968,"$97,061",Chinese,Female,Nurse,1883,"Client met, not won",16 Mar 2025,Phone,20 Mar 2025,,,,,,
C01627,SR027,8069,3/24/1982,"$131,344",Chinese,Female,Teacher,2545,"Client met, not won",16 Mar 2025,Phone,21 Mar 2025,,,,,,
C07327,SR074,5708,3/10/1978,"$91,474",Chinese,Female,Banker,1354,No show,16 Mar 2025,Phone,21 Mar 2025,,,,,,
C09537,SR007,0,8/5/1962,"$136,694",Chinese,Male,Self-Employed,772,"Client met, not won",16 Mar 2025,Phone,22 Mar 2025,,,,,,
C02211,SR086,5046,6/27/1962,111440,Chinese,Female,Student,634,Rejected,16 Mar 2025,Phone,,,,,,,
C13439,SR067,4943,3/21/1977,"$101,749",Other,Male,Banker,2673,No show,16 Mar 2025,Phone,23 Mar 2025,,,,,,
C03402,SR119,6833,2/11/1979,"$144,343",Chinese,Male,Nurse,2634,"Client met, not won",16 Mar 2025,Phone,23 Mar 2025,,,,,,
C06059,SR045,3673,2/14/1996,95909,Chinese,Female,Banker,2618,No show,16 Mar 2025,Phone,23 Mar 2025,,,,,,
C12725,SR104,7505,5/14/1964,"$92,844",Indian,Male,Teacher,1687,"Client met, not won",16 Mar 2025,Phone,24 Mar 2025,,,,,,
C09641,SR028,1647,1/25/1967,"$59,866",Chinese,Male,Nurse,270,No show,16 Mar 2025,Phone,28 Mar 2025,,,,,,
C11369,SR044,5963,5/23/1989,113561,Malay,Female,Teacher,1403,Not contactable,16 Mar 2025,Phone,,,,,,,
C14802,SR006,5702,5/23/1991,103236,Malay,Male,Self-Employed,1251,Not contactable,16 Mar 2025,Phone,,,,,,,
C10126,SR070,5708,8/13/1993,116077,Indian,Male,Banker,2217,No show,16 Mar 2025,Phone,31 Mar 2025,,,,,,
C06744,SR054,2905,7/25/1988,137199,Malay,Male,Student,2903,Not contactable,16 Mar 2025,Phone,,,,,,,
C05067,SR054,5314,9/12/1978,87181,Chinese,Female,Nurse,459,Not contactable,16 Mar 2025,Phone,,,,,,,
C04366,SR101,5333,11/16/1994,86281,Malay,Male,Self-Employed,2008,Not contactable,16 Mar 2025,Phone,,,,,,,
C10374,SR017,6129,4/17/1997,87805,Chinese,Male,Nurse,801,Not contactable,16 Mar 2025,Phone,,,,,,,
C10295,SR096,3791,8/3/1995,65347,Malay,Female,Teacher,121,Rejected,16 Mar 2025,Phone,,,,,,,
C10998,SR058,5714,12/14/1992,58216,Chinese,Female,Teacher,1215,Rejected,16 Mar 2025,Phone,,,,,,,
C13455,SR044,2688,1/9/1992,89047,Chinese,Female,Self-Employed,1424,Rejected,16 Mar 2025,Phone,,,,,,,
C14495,SR062,3881,8/19/1990,153771,Chinese,Male,Manager,2020,Not contactable,16 Mar 2025,Phone,,,,,,,
C02224,SR019,5592,6/3/1989,115479,Chinese,Male,Nurse,34,Rejected,16 Mar 2025,Phone,,,,,,,
C00883,SR101,6009,11/30/1988,95068,Chinese,Male,Engineer,1441,Not contactable,16 Mar 2025,Phone,,,,,,,
C00766,SR060,8050,2/12/1987,106066,Chinese,Female,Nurse,1719,Rejected,16 Mar 2025,Phone,,,,,,,
C11753,SR081,6750,4/13/1985,42148,Indian,Female,Teacher,1351,Not contactable,16 Mar 2025,Phone,,,,,,,
C08942,SR037,5665,9/24/1982,81469,Other,Female,Engineer,1308,Rejected,16 Mar 2025,Phone,,,,,,,
C09467,SR031,7993,1/2/1982,103020,Chinese,Male,Banker,1715,Rejected,16 Mar 2025,Phone,,,,,,,
C08864,SR094,5130,9/6/1978,92654,Malay,Male,Manager,1169,Rejected,16 Mar 2025,Phone,,,,,,,
C04921,SR114,3376,6/11/1978,147413,Chinese,Male,Engineer,1601,Rejected,16 Mar 2025,Phone,,,,,,,
C06222,SR011,1877,2/1/1977,113783,Malay,Male,Student,2910,Rejected,16 Mar 2025,Phone,,,,,,,
C00799,SR020,5669,5/20/1973,67045,Chinese,Male,Teacher,2605,Rejected,16 Mar 2025,Phone,,,,,,,
C04099,SR077,6522,4/18/1973,89533,Chinese,Female,Student,2647,Not contactable,16 Mar 2025,Phone,,,,,,,
C04655,SR036,6789,3/25/1970,66255,Chinese,Female,Engineer,2712,Not contactable,16 Mar 2025,Phone,,,,,,,
C03857,SR029,7388,12/13/1969,121545,Chinese,Male,Banker,1898,Not contactable,16 Mar 2025,Phone,,,,,,,
C10534,SR085,5414,3/6/1967,129474,Malay,Male,Engineer,2836,Rejected,16 Mar 2025,Phone,,,,,,,
C09217,SR069,4952,7/7/1965,143347,Chinese,Female,Manager,509,Not contactable,16 Mar 2025,Phone,,,,,,,
C03229,SR017,6129,9/25/1963,100646,Indian,Female,Banker,1102,Not contactable,16 Mar 2025,Phone,,,,,,,
C07393,SR015,5962,4/23/1963,117374,Chinese,Female,Engineer,2732,Rejected,16 Mar 2025,Phone,,,,,,,
C05719,SR002,5402,2/25/1963,132456,Chinese,Male,Banker,2701,Not contactable,16 Mar 2025,Phone,,,,,,,
C12607,SR106,6977,6/17/1961,67862,Chinese,Male,Student,552,Not contactable,16 Mar 2025,Phone,,,,,,,
C05317,SR093,4750,8/23/1960,141658,Chinese,Female,Engineer,678,Not contactable,16 Mar 2025,Phone,,,,,,,
C03872,SR013,3534,4/4/1962,128784,Chinese,Female,Engineer,2112,Not contactable,17 Mar 2025,Phone,,,,,,,
C04802,SR037,6799,11/15/1980,80194,Chinese,Male,Nurse,660,Rejected,17 Mar 2025,Phone,,,,,,,
C02418,SR089,5254,2/5/1986,124645,Chinese,Male,Self-Employed,180,Not contactable,17 Mar 2025,Phone,,,,,,,
C02042,SR092,6061,7/24/1969,137820,Malay,Male,Banker,1119,Not contactable,17 Mar 2025,Phone,,,,,,,
C06083,SR007,5952,10/20/1982,127109,Chinese,Female,Student,1292,Not contactable,17 Mar 2025,Phone,,,,,,,
C01879,SR090,3744,7/2/1968,132998,Chinese,Male,Manager,30,Not contactable,17 Mar 2025,Phone,,,,,,,
C00675,SR106,8153,8/18/1969,89679,Malay,Male,Teacher,2619,Rejected,17 Mar 2025,Phone,,,,,,,
C14060,SR024,4948,9/27/1983,66896,Chinese,Female,Teacher,98,Rejected,17 Mar 2025,Phone,,,,,,,
C01746,SR026,3335,9/5/1988,100374,Chinese,Female,Teacher,1494,Not contactable,17 Mar 2025,Phone,,,,,,,
C13856,SR006,7891,10/28/1985,"$149,933",Chinese,Male,Manager,2194,"Client met, not won",17 Mar 2025,Phone,22 Mar 2025,,,,,,
C01716,SR086,2348,8/9/1996,"$71,305",Chinese,Female,Engineer,1255,No show,17 Mar 2025,Phone,17 Mar 2025,,,,,,
C05708,SR119,0,10/3/1987,"$134,615",Chinese,Female,Teacher,2094,"Client met, not won",4 Mar 2025,Phone,17 Mar 2025,,,,,,
C09058,SR076,6576,9/15/1961,"$114,117",Chinese,Female,Self-Employed,250,"Client met, not won",17 Mar 2025,Phone,18 Mar 2025,,,,,,
C07418,SR103,6052,2/12/1985,"$109,240",Chinese,Female,Self-Employed,1879,No show,17 Mar 2025,Phone,18 Mar 2025,,,,,,
C06679,SR025,4575,12/9/1986,"$112,959",Malay,Female,Nurse,2677,"Client met, not won",17 Mar 2025,Phone,18 Mar 2025,,,,,,
C03052,SR062,5345,12/1/1979,"$56,019",Chinese,Female,Self-Employed,1709,"Client met, not won",17 Mar 2025,Phone,18 Mar 2025,,,,,,
C02926,SR017,6076,2/14/1997,"$156,897",Chinese,Female,Student,1146,"Client met, not won",17 Mar 2025,Phone,21 Mar 2025,,,,,,
C12313,SR007,6227,3/16/1997,"$140,405",Indian,Female,Teacher,1747,"Client met, not won",17 Mar 2025,Phone,22 Mar 2025,,,,,,
C14853,SR059,7499,8/24/1963,"$103,359",Chinese,Male,Banker,876,"Client met, not won",17 Mar 2025,Phone,26 Mar 2025,,,,,,
C05765,SR111,6735,4/28/1985,79472,Chinese,Female,Nurse,1962,Not contactable,17 Mar 2025,Phone,,,,,,,
C03994,SR020,4038,6/4/1986,"$67,155",Chinese,Female,Manager,2389,"Client met, not won",17 Mar 2025,Phone,27 Mar 2025,,,,,,
C05110,SR041,6836,3/11/1995,"$63,414",Malay,Female,Student,2035,"Client met, not won",17 Mar 2025,Phone,28 Mar 2025,,,,,,
C02634,SR032,5464,7/28/1991,95963,Chinese,Male,Teacher,1482,Not contactable,17 Mar 2025,Phone,,,,,,,
C05908,SR013,5578,3/14/1968,"$99,680",Chinese,Female,Nurse,365,"Client met, not won",17 Mar 2025,Phone,31 Mar 2025,,,,,,
C13343,SR035,4776,8/11/1971,131344,Other,Male,Self-Employed,1061,Not contactable,17 Mar 2025,Phone,,,,,,,
C13768,SR021,4906,8/18/1983,"$123,820",Chinese,Female,Nurse,2092,"Client met, not won",17 Mar 2025,Phone,31 Mar 2025,,,,,,
C09177,SR053,2164,6/13/1974,76619,Chinese,Male,Self-Employed,1400,Not contactable,17 Mar 2025,Phone,,,,,,,
C10361,SR103,5195,10/30/1997,110148,Chinese,Male,Manager,1875,Not contactable,17 Mar 2025,Phone,,,,,,,
C14599,SR109,5729,10/21/1997,139862,Indian,Female,Engineer,2520,Rejected,17 Mar 2025,Phone,,,,,,,
C10395,SR024,5788,1/29/1996,114838,Indian,Male,Engineer,867,Not contactable,17 Mar 2025,Phone,,,,,,,
C13281,SR116,3372,4/4/1992,102226,Chinese,Female,Manager,2011,Rejected,17 Mar 2025,Phone,,,,,,,
C01043,SR082,5695,5/16/1990,144338,Chinese,Female,Nurse,1872,Not contactable,17 Mar 2025,Phone,,,,,,,
C09760,SR019,5867,12/5/1989,65281,Chinese,Male,Engineer,1718,Rejected,17 Mar 2025,Phone,,,,,,,
C02268,SR037,2412,11/10/1969,"$115,742",Malay,Male,Self-Employed,1268,Won - closed,17 Mar 2025,Phone,27 Mar 2025,Term Plus,4496,,Active,27 Mar 2025,
C14899,SR035,5292,7/24/1985,74640,Malay,Female,Student,204,Not contactable,17 Mar 2025,Phone,,,,,,,
C05232,SR003,3953,6/6/1985,109973,Chinese,Male,Manager,674,Rejected,17 Mar 2025,Phone,,,,,,,
C05305,SR046,5913,5/31/1985,102339,Chinese,Female,Nurse,2775,Rejected,17 Mar 2025,Phone,,,,,,,
C02775,SR105,4139,8/24/1984,137193,Chinese,Male,Teacher,2717,Rejected,17 Mar 2025,Phone,,,,,,,
C13628,SR081,4644,3/29/1983,80492,Malay,Female,Nurse,1842,Not contactable,17 Mar 2025,Phone,,,,,,,
C05470,SR056,4397,2/17/1983,90193,Chinese,Male,Nurse,191,Rejected,17 Mar 2025,Phone,,,,,,,
C11391,SR093,4533,3/20/1981,46652,Chinese,Male,Student,2030,Not contactable,17 Mar 2025,Phone,,,,,,,
C09975,SR090,6101,12/18/1976,101299,Other,Female,Manager,2070,Not contactable,17 Mar 2025,Phone,,,,,,,
C10913,SR064,6942,1/23/1976,154229,Chinese,Male,Teacher,975,Rejected,17 Mar 2025,Phone,,,,,,,
C01962,SR058,6989,5/8/1972,87589,Other,Male,Student,906,Not contactable,17 Mar 2025,Phone,,,,,,,
C11477,SR048,4549,1/14/1969,84245,Chinese,Female,Self-Employed,1187,Rejected,17 Mar 2025,Phone,,,,,,,
C07162,SR006,5456,11/15/1964,105349,Indian,Male,Student,1356,Not contactable,17 Mar 2025,Phone,,,,,,,
C09790,SR043,5118,9/6/1964,49951,Chinese,Male,Student,2248,Rejected,17 Mar 2025,Phone,,,,,,,
C08955,SR110,7637,1/23/1964,111038,Chinese,Female,Self-Employed,246,Rejected,17 Mar 2025,Phone,,,,,,,
C09567,SR106,4772,10/1/1963,103763,Chinese,Female,Student,190,Not contactable,17 Mar 2025,Phone,,,,,,,
C01613,SR119,6337,11/4/1988,"$61,758",Chinese,Male,Student,2509,Won - closed,18 Jul 2025,Branch Walk-in,18 Jul 2025,Mortgage,,,Active,18 Jul 2025,1050000
C12457,SR070,7343,1/24/1962,65468,Chinese,Male,Manager,2433,Rejected,17 Mar 2025,Phone,,,,,,,
C01611,SR057,4595,7/15/1980,78191,Chinese,Male,Banker,85,Rejected,18 Mar 2025,Phone,,,,,,,
C06140,SR030,7003,9/18/1992,114212,Chinese,Male,Manager,667,Not contactable,18 Mar 2025,Phone,,,,,,,
C13634,SR006,8023,8/25/1970,104134,Chinese,Male,Engineer,1577,Rejected,18 Mar 2025,Phone,,,,,,,
C04993,SR110,7094,11/11/1994,99842,Malay,Male,Banker,785,Not contactable,18 Mar 2025,Phone,,,,,,,
C13813,SR064,2628,8/16/1985,80469,Indian,Male,Self-Employed,1779,Rejected,18 Mar 2025,Phone,,,,,,,
C06055,SR014,2923,12/21/1963,147094,Chinese,Male,Self-Employed,2914,Not contactable,18 Mar 2025,Phone,,,,,,,
C12280,SR113,3916,2/12/1996,53739,Malay,Female,Student,2165,Rejected,18 Mar 2025,Phone,,,,,,,
C11350,SR020,4673,7/8/1974,"$148,192",Chinese,Female,Nurse,2878,"Client met, not won",18 Mar 2025,Phone,23 Mar 2025,,,,,,
C05509,SR044,5820,12/10/1991,"$104,104",Chinese,Male,Student,1538,"Client met, not won",18 Mar 2025,Phone,19 Mar 2025,,,,,,
C04272,SR043,3493,11/9/1977,"$113,069",Malay,Female,Nurse,1882,No show,18 Mar 2025,Phone,20 Mar 2025,,,,,,
C00198,SR042,6731,12/31/1993,103154,Chinese,Male,Banker,2006,No show,18 Mar 2025,Phone,20 Mar 2025,,,,,,
C12636,SR032,5160,6/12/1972,"$102,077",Malay,Male,Banker,44,"Client met, not won",18 Mar 2025,Phone,20 Mar 2025,,,,,,
C01679,SR076,0,12/26/1997,"$85,472",Chinese,Male,Self-Employed,213,"Client met, not won",22 Mar 2025,Branch Walk-in,22 Mar 2025,,,,,,
C08025,SR119,4877,11/22/1972,"$135,588",Chinese,Male,Teacher,2155,"Client met, not won",23 Mar 2025,Branch Walk-in,23 Mar 2025,,,,,,
C14477,SR079,5228,12/3/1983,"$77,676",Chinese,Male,Self-Employed,2477,"Client met, not won",26 Mar 2025,Branch Walk-in,26 Mar 2025,,,,,,
C02899,SR045,6683,6/19/1960,"$120,025",Malay,Female,Banker,49,No show,18 Mar 2025,Phone,26 Mar 2025,,,,,,
C08104,SR061,4099,3/21/1990,"$71,837",Japanese,Female,Accountant,3235,No show,18 Mar 2025,Phone,30 Mar 2025,,,,,,
C01706,SR073,5891,11/2/1973,"$131,467",Chinese,Male,Student,1074,"Client met, not won",18 Mar 2025,Phone,31 Mar 2025,,,,,,
C08349,SR086,2618,6/4/1995,104922,Indian,Male,Manager,1522,Rejected,18 Mar 2025,Phone,,,,,,,
C10798,SR010,4039,11/27/1969,78582,Malay,Female,Nurse,1341,Rejected,18 Mar 2025,Phone,,,,,,,
C03508,SR100,5226,7/28/1964,157643,Chinese,Male,Manager,2353,Not contactable,18 Mar 2025,Phone,,,,,,,
C07560,SR012,4472,3/19/1980,95542,Chinese,Male,Engineer,1851,Not contactable,18 Mar 2025,Phone,,,,,,,
C13368,SR090,6697,5/5/1997,61011,Chinese,Female,Teacher,130,Not contactable,18 Mar 2025,Phone,,,,,,,
C11318,SR008,4896,1/26/1996,97509,Other,Male,Nurse,2224,Not contactable,18 Mar 2025,Phone,,,,,,,
C04221,SR043,6769,7/16/1975,"$96,213",Malay,Male,Teacher,2007,Won - closed,18 Mar 2025,Phone,22 Mar 2025,Mortgage,,,Active,22 Mar 2025,430000
C03167,SR029,5645,11/7/1994,117399,Malay,Male,Self-Employed,656,Not contactable,18 Mar 2025,Phone,,,,,,,
C10156,SR041,4290,3/18/1994,109186,Chinese,Male,Student,409,Rejected,18 Mar 2025,Phone,,,,,,,
C08725,SR093,5037,3/5/1994,111274,Indian,Female,Student,703,Not contactable,18 Mar 2025,Phone,,,,,,,
C09086,SR011,3725,6/5/1990,84265,Chinese,Male,Nurse,2632,Rejected,18 Mar 2025,Phone,,,,,,,
C03102,SR092,4389,9/10/1989,104900,Chinese,Male,Teacher,2922,Not contactable,18 Mar 2025,Phone,,,,,,,
C00865,SR118,5563,8/6/1987,94736,Chinese,Female,Student,2433,Not contactable,18 Mar 2025,Phone,,,,,,,
C11912,SR106,3492,6/16/1987,31724,Chinese,Female,Teacher,1382,Not contactable,18 Mar 2025,Phone,,,,,,,
C12949,SR033,2274,11/10/1985,70904,Chinese,Female,Banker,745,Rejected,18 Mar 2025,Phone,,,,,,,
C02531,SR097,5358,10/3/1985,86498,Chinese,Male,Banker,268,Not contactable,18 Mar 2025,Phone,,,,,,,
C01885,SR020,6685,9/1/1985,99667,Chinese,Male,Nurse,2350,Not contactable,18 Mar 2025,Phone,,,,,,,
C06277,SR015,4866,6/24/1985,92890,Chinese,Male,Teacher,1881,Rejected,18 Mar 2025,Phone,,,,,,,
C01890,SR037,5152,7/5/1984,36802,Chinese,Male,Banker,1987,Rejected,18 Mar 2025,Phone,,,,,,,
C00686,SR048,4604,1/9/1982,73941,Chinese,Female,Student,1361,Rejected,18 Mar 2025,Phone,,,,,,,
C05563,SR076,6181,4/10/1981,102015,Chinese,Female,Teacher,2025,Rejected,18 Mar 2025,Phone,,,,,,,
C00810,SR064,8010,3/31/1980,59532,Malay,Female,Student,1531,Not contactable,18 Mar 2025,Phone,,,,,,,
C13009,SR044,5037,11/24/1977,104627,Chinese,Female,Manager,2915,Rejected,18 Mar 2025,Phone,,,,,,,
C11317,SR045,7729,9/13/1976,89606,Chinese,Male,Student,578,Not contactable,18 Mar 2025,Phone,,,,,,,
C13807,SR078,5897,6/16/1976,112434,Chinese,Male,Banker,568,Not contactable,18 Mar 2025,Phone,,,,,,,
C12256,SR102,8033,11/14/1975,120045,Chinese,Male,Engineer,1643,Not contactable,18 Mar 2025,Phone,,,,,,,
C13933,SR108,5607,4/12/1972,194059,Chinese,Female,Self-Employed,2859,Not contactable,18 Mar 2025,Phone,,,,,,,
C02007,SR027,2674,11/20/1970,62353,Malay,Female,Manager,248,Not contactable,18 Mar 2025,Phone,,,,,,,
C13408,SR108,7171,8/2/1970,47796,Chinese,Male,Engineer,1523,Not contactable,18 Mar 2025,Phone,,,,,,,
C05452,SR110,4694,7/1/1970,78210,Indian,Female,Nurse,557,Rejected,18 Mar 2025,Phone,,,,,,,
C07741,SR015,4748,1/18/1970,52653,Chinese,Male,Student,1364,Rejected,18 Mar 2025,Phone,,,,,,,
C00292,SR002,3603,8/8/1969,81320,Chinese,Female,Manager,2995,Rejected,18 Mar 2025,Phone,,,,,,,
C09745,SR069,4544,9/4/1968,101552,Chinese,Male,Self-Employed,1875,Rejected,18 Mar 2025,Phone,,,,,,,
C12294,SR078,5023,3/10/1994,"$68,922",Chinese,Female,Manager,418,Won - closed,18 Mar 2025,Phone,20 Mar 2025,Endowment B,21759,,Active,20 Mar 2025,
C00495,SR105,2746,7/3/1964,115450,Chinese,Male,Teacher,1140,Rejected,18 Mar 2025,Phone,,,,,,,
C09937,SR074,5128,12/5/1961,112507,Chinese,Female,Engineer,1633,Not contactable,18 Mar 2025,Phone,,,,,,,
C11628,SR001,7062,5/27/1961,120608,Chinese,Female,Banker,710,Rejected,18 Mar 2025,Phone,,,,,,,
C07845,SR046,6539,4/8/1972,"$96,660",Chinese,Male,Self-Employed,1313,Won - closed,19 Mar 2025,Phone,28 Mar 2025,Unit Trust,,56000,Active,28 Mar 2025,
C01022,SR027,4073,4/30/1967,92837,Chinese,Male,Self-Employed,2616,Rejected,19 Mar 2025,Phone,,,,,,,
C01210,SR075,3251,10/2/1976,82065,Chinese,Female,Student,640,Rejected,19 Mar 2025,Phone,,,,,,,
C12771,SR092,4993,5/6/1975,43353,Malay,Female,Teacher,1401,Not contactable,19 Mar 2025,Phone,,,,,,,
C06954,SR039,2454,1/29/1975,106793,Chinese,Male,Banker,571,Rejected,19 Mar 2025,Phone,,,,,,,
C12333,SR054,4133,5/4/1980,37148,Chinese,Female,Teacher,500,Rejected,19 Mar 2025,Phone,,,,,,,
C04284,SR097,3141,7/26/1985,109885,Chinese,Female,Teacher,1571,Rejected,19 Mar 2025,Phone,,,,,,,
C12871,SR023,5163,10/19/1994,115915,Chinese,Female,Self-Employed,2677,Rejected,19 Mar 2025,Phone,,,,,,,
C07826,SR118,4688,3/8/1962,136450,Chinese,Male,Student,1548,Not contactable,19 Mar 2025,Phone,,,,,,,
C09699,SR015,3530,7/27/1989,102575,Chinese,Female,Self-Employed,2327,Rejected,19 Mar 2025,Phone,,,,,,,
C14959,SR023,5737,11/4/1963,110145,Chinese,Male,Student,908,Not contactable,19 Mar 2025,Phone,,,,,,,
C10309,SR060,6062,12/29/1976,"$47,808",Malay,Female,Teacher,1522,No show,19 Mar 2025,Phone,19 Mar 2025,,,,,,
C08330,SR063,5175,12/2/1976,"$86,937",Chinese,Male,Self-Employed,2190,No show,19 Mar 2025,Phone,20 Mar 2025,,,,,,
C02455,SR114,4587,5/11/1983,51164,Malay,Male,Nurse,1931,Rejected,19 Mar 2025,Phone,,,,,,,
C09579,SR067,3905,7/5/1982,"$56,069",Chinese,Female,Banker,677,"Client met, not won",19 Mar 2025,Phone,22 Mar 2025,,,,,,
C02696,SR011,3042,8/18/1963,81625,Chinese,Male,Engineer,103,Not contactable,19 Mar 2025,Phone,,,,,,,
C04071,SR113,4700,10/30/1963,"$71,852",Chinese,Male,Manager,1225,"Client met, not won",19 Mar 2025,Phone,25 Mar 2025,,,,,,
C07897,SR104,4662,7/15/1985,"$84,137",Chinese,Female,Teacher,950,"Client met, not won",19 Mar 2025,Phone,25 Mar 2025,,,,,,
C13992,SR056,6983,3/11/1989,"$111,833",Chinese,Male,Teacher,1605,"Client met, not won",19 Mar 2025,Phone,25 Mar 2025,,,,,,
C09482,SR006,4004,3/23/1997,"$105,298",Chinese,Female,Engineer,2709,"Client met, not won",19 Mar 2025,Phone,31 Mar 2025,,,,,,
C14852,SR006,3864,2/14/1964,41602,Indian,Female,Student,1533,Not contactable,19 Mar 2025,Phone,,,,,,,
C07091,SR071,4135,4/26/1990,52547,Chinese,Male,Engineer,2141,Not contactable,19 Mar 2025,Phone,,,,,,,
C07040,SR019,4556,7/16/1976,119856,Chinese,Male,Manager,1684,Rejected,19 Mar 2025,Phone,,,,,,,
C14348,SR004,2550,5/17/1968,148055,Chinese,Male,Banker,303,Not contactable,19 Mar 2025,Phone,,,,,,,
C03405,SR120,2033,12/7/1996,131193,Chinese,Male,Manager,557,Rejected,19 Mar 2025,Phone,,,,,,,
C09034,SR031,4525,2/22/1995,85698,Malay,Male,Teacher,2704,Not contactable,19 Mar 2025,Phone,,,,,,,
C06920,SR069,3730,9/13/1990,91384,Chinese,Female,Engineer,818,Not contactable,19 Mar 2025,Phone,,,,,,,
C02232,SR037,3191,3/6/1990,49496,Chinese,Female,Self-Employed,2029,Not contactable,19 Mar 2025,Phone,,,,,,,
C06607,SR072,3753,12/17/1988,152537,Chinese,Male,Self-Employed,1862,Not contactable,19 Mar 2025,Phone,,,,,,,
C11788,SR029,3645,9/24/1988,70291,Chinese,Male,Banker,524,Rejected,19 Mar 2025,Phone,,,,,,,
C10024,SR038,7767,6/14/1987,161716,Other,Female,Self-Employed,46,Not contactable,19 Mar 2025,Phone,,,,,,,
